recipe_name,prep_time,cook_time,total_time,servings,yield,rating,url,img_src,total_fat (g),sat_fat (g),cholesterol (mg),sodium (mg),total_carbohydrate (g),dietary_fiber (g),total_sugars (g),protein (g),vitamin_c (mg),calcium (mg),iron (mg),potassium (mg)
Honey Apricot Pork Chops,15 mins,20 mins,35 mins,4,4 servings,4.4,https://www.allrecipes.com/recipe/217136/honey-apricot-pork-chops/,https://www.allrecipes.com/thmb/0nThMsVXqPLNHEIQ-KbL0SE9inA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5488953-16918d805b2046ac902b7d89da4ef441.jpg,8.0,2.0,36.0,122.0,13,1.0,12.0,15.0,5.0,21.0,1.0,314
Apricot Cookies,,,,24,4 dozen,4.1,https://www.allrecipes.com/recipe/11408/apricot-cookies/,https://www.allrecipes.com/thmb/Er3Wa9NKiqpUcaSLxDLuI13K-is=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1830252-3c72346e395140908241edbbe89e6138.jpg,8.0,5.0,28.0,127.0,31,0.0,19.0,2.0,,17.0,1.0,22
Apricot Danish Coffee Cake,20 mins,30 mins,50 mins,15,1 10x15 inch jellyroll pan,4.5,https://www.allrecipes.com/recipe/17478/apricot-danish-coffee-cake/,https://www.allrecipes.com/thmb/lxmdU45YsVbX32iqFZGz9UNzpcw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1504477-6ec0211b4d58441286b74a3f3f680ac9.jpg,17.0,8.0,66.0,303.0,40,1.0,30.0,6.0,1.0,121.0,1.0,170
Apricot Muffins,15 mins,15 mins,30 mins,12,12 muffins,4.5,https://www.allrecipes.com/recipe/27294/apricot-muffins/,https://www.allrecipes.com/thmb/Mg78laKDNqqBOw-PD5qFeQ5fPLc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/846795-98e52f7a6a6d403684eaa83080f8c31c.jpg,9.0,3.0,27.0,258.0,36,1.0,19.0,4.0,0.0,37.0,1.0,186
Apricot Pork Chops,5 mins,1 hrs,1 hrs 5 mins,6,6 servings,4.3,https://www.allrecipes.com/recipe/21294/apricot-pork-chops/,https://www.allrecipes.com/thmb/CAsvfzVHbkGnbUB2Oea1bEfa-AM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/238064-ec088d22668b4ac8bb159d1b805ea7e1.jpg,19.0,4.0,37.0,894.0,52,2.0,33.0,15.0,8.0,40.0,1.0,323
Apricot and Honey Ham Glaze,5 mins,,5 mins,12,3 /4 cup,4.6,https://www.allrecipes.com/recipe/214001/apricot-and-honey-ham-glaze/,https://www.allrecipes.com/thmb/IywHpQIA5dc3yIWZZNk65vRLlC0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4488610-dfcc81d23afe4b7baffaff969507361c.jpg,0.0,,,24.0,15,0.0,12.0,0.0,1.0,5.0,0.0,16
Apricot Brandy Pound Cake III,30 mins,1 hrs,1 hrs 30 mins,15,1 to 10 - inch tube pan,4.9,https://www.allrecipes.com/recipe/23732/apricot-brandy-pound-cake-iii/,https://www.allrecipes.com/thmb/Tjuu37VZX-4J9zHCrnQlkVzSwJw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1919016-41edb224a05045c7bd83b722d9608aeb.jpg,18.0,10.0,114.0,222.0,60,1.0,40.0,6.0,0.0,36.0,2.0,81
Moroccan Lamb Stew with Apricots,30 mins,1 hrs 55 mins,2 hrs 25 mins,4,4 servings,5.0,https://www.allrecipes.com/recipe/282831/moroccan-lamb-stew-with-apricots/,https://www.allrecipes.com/thmb/v7JxWPmmachVfa0uUvk1A-b30DY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8924797-2b9366c38f36400e9b031729869b425f.jpg,25.0,7.0,126.0,1130.0,41,7.0,26.0,45.0,22.0,117.0,6.0,1113
Apricot Nectar Cake II,,,,12,1 -10 inch Bundt or tube pan,4.1,https://www.allrecipes.com/recipe/7840/apricot-nectar-cake-ii/,https://www.allrecipes.com/thmb/lHThzOahYQAeoDeAlj7qvOwO4hY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3111418-7ae8dd5cdf0e4784afc7c129c02e9463.jpg,20.0,3.0,63.0,346.0,63,1.0,47.0,5.0,4.0,69.0,1.0,85
Homemade Apricot Jam,10 mins,10 mins,1 day 20 mins,56,7 cups,5.0,https://www.allrecipes.com/recipe/223063/homemade-apricot-jam/,https://www.allrecipes.com/thmb/dDGLeRtrIG6cUN8RV1GkZSSRjpI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1215260-f892c32097944ba799a15b91620827a3.jpg,0.0,,0.0,1.0,23,0.0,22.0,0.0,3.0,3.0,0.0,55
Apricot-Glazed Pork Ribs,10 mins,1 hrs 40 mins,9 hrs 50 mins,12,12 servings,5.0,https://www.allrecipes.com/recipe/275587/apricot-glazed-pork-ribs/,https://www.allrecipes.com/thmb/L372UIIxxoHx5Ej3oO6UkC_VcRM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7058079-8bd5f288c34249aba74cc7d2f380ee30.jpg,17.0,6.0,68.0,489.0,29,0.0,21.0,15.0,4.0,39.0,1.0,238
Energy Bars,15 mins,20 mins,1 hrs 35 mins,9,9 bars,4.5,https://www.allrecipes.com/recipe/217069/energy-bars/,https://www.allrecipes.com/thmb/13oMKlZAtIZLOtX9eJOi9RDUprk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/734665-3f54a18a93cd42e6adada64df5399d51.jpg,11.0,1.0,43.0,56.0,47,5.0,28.0,11.0,3.0,133.0,3.0,599
Apricot Chicken with Balsamic Vinegar,25 mins,30 mins,55 mins,8,8 servings,4.1,https://www.allrecipes.com/recipe/166101/apricot-chicken-with-balsamic-vinegar/,https://www.allrecipes.com/thmb/bwtuTMCyhThso_J84-hxmK-3kZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/586409-ec7d6bdfd20740d486b97dec1ae785dc.jpg,6.0,1.0,65.0,164.0,45,2.0,33.0,25.0,8.0,44.0,2.0,560
Apricot Cheesecake,40 mins,1 hrs 8 mins,8 hrs 48 mins,12,12 servings,5.0,https://www.allrecipes.com/recipe/239539/apricot-cheesecake/,https://www.allrecipes.com/thmb/hGknfmqfD_tIsLQCy7lzth81vsk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5198951-df02f6ceb62b42beb38701cf7464fa6c.jpg,38.0,20.0,130.0,221.0,40,3.0,31.0,11.0,1.0,113.0,2.0,369
Apricot Noodle Kugel,25 mins,45 mins,1 hrs 10 mins,12,12 servings,4.4,https://www.allrecipes.com/recipe/39936/apricot-noodle-kugel/,https://www.allrecipes.com/thmb/ys2n8V4xuAnvX_VgOM71LLRs1C0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5546032-ba85d755ff1647aa8e78df2cd63c5898.jpg,17.0,10.0,102.0,219.0,46,1.0,22.0,7.0,3.0,53.0,5.0,182
Great-Grandmother Bubbie's Hamantaschen,20 mins,30 mins,2 hrs 50 mins,36,3 dozen,4.5,https://www.allrecipes.com/recipe/191359/great-grandmother-bubbies-hamantaschen/,https://www.allrecipes.com/thmb/W9JPsMx6sy2qIRUiCCvETtsevCc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2121650-55e6ea68bdaa43d0be9f56b168bbf4a2.jpg,5.0,0.0,16.0,34.0,29,2.0,15.0,3.0,1.0,30.0,1.0,183
Apricot and Cranberry Stuffed Roast Pork Loin With Port Wine Pan Sauce,,,,16,16 servings,4.8,https://www.allrecipes.com/recipe/77008/rosemary-scented-pork-loin-stuffed-with-roasted-garlic-dried-apricots-and-cranberries-and-port-wine-pan-sauce/,https://www.allrecipes.com/thmb/dIR6ucsjvAsO1nhn5IBXi2gBdXI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4478513-59bcab83e74a49c0a91f50db4b74f8d3.jpg,16.0,5.0,109.0,225.0,15,1.0,12.0,39.0,2.0,39.0,2.0,710
Apricot Salsa,40 mins,,2 hrs 40 mins,15,5 cups,4.8,https://www.allrecipes.com/recipe/215113/apricot-salsa/,https://www.allrecipes.com/thmb/KsGNodede5KG8Lq9dRbH42fa8qw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7823062-fda405f2a49a45de8a0bc54b04749dd6.jpg,0.0,,,3.0,7,1.0,4.0,1.0,19.0,12.0,0.0,156
Streamline Hungarian Torte,20 mins,1 hrs 10 mins,1 hrs 30 mins,32,1 -11x17 inch torte,4.4,https://www.allrecipes.com/recipe/142127/streamline-hungarian-torte/,https://www.allrecipes.com/thmb/a94Y1XDpImfNGHJznuK9BYMxLlk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1673225-c8d08df017e64b448d2093c2b0ef27b2.jpg,14.0,6.0,48.0,71.0,33,1.0,15.0,4.0,1.0,23.0,1.0,84
Capirotada (Mexican Dessert),15 mins,1 hrs,1 hrs 15 mins,16,1 9x13-inch pudding,5.0,https://www.allrecipes.com/recipe/266326/capirotada-mexican-dessert/,https://www.allrecipes.com/thmb/ZnsqyGktw66o7FnMQkRPXzcC8AQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/610795-233385223a1b458fa9cdb39037bfc3d4.jpg,14.0,5.0,17.0,288.0,57,2.0,36.0,8.0,0.0,117.0,2.0,196
Apricot Glazed Chicken,,,,5,4 to 6 servings,4.2,https://www.allrecipes.com/recipe/8861/apricot-glazed-chicken/,https://www.allrecipes.com/thmb/A0Bv_-E8JLGmEYbmLxfmUB69NJo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1598915-33b651f1e8664bf1846c1f2d2730c103.jpg,2.0,1.0,83.0,227.0,35,,31.0,34.0,2.0,16.0,1.0,367
"Cranberry Sauce with Apricots, Raisins, and Orange",10 mins,15 mins,8 hrs 25 mins,24,24 servings,4.9,https://www.allrecipes.com/recipe/60280/cranberry-sauce-with-apricots-raisins-and-orange/,https://www.allrecipes.com/thmb/_iuMkQkiEoBWbjPuqhQj0bX8m_8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/301591-5b1612bbb2364cdc98d34e3d8ef7731b.jpg,0.0,,,2.0,19,2.0,15.0,1.0,8.0,10.0,0.0,151
Apricot Glazed Carrots,15 mins,10 mins,25 mins,8,8 servings,4.1,https://www.allrecipes.com/recipe/88470/apricot-glazed-carrots/,https://www.allrecipes.com/thmb/v9FF7LzkL0RkTi8-h3ejFrYoRjU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9191803-69496e0a747e4e1989355cff0a64abc1.jpg,5.0,3.0,11.0,189.0,20,3.0,11.0,1.0,14.0,47.0,1.0,397
Fruit-Stuffed Pork Loin,20 mins,1 hrs 40 mins,2 hrs,8,1 stuffed pork loin roast,4.3,https://www.allrecipes.com/recipe/230418/fruit-stuffed-pork-loin/,https://www.allrecipes.com/thmb/bgRNDu1MtmZKEG4279kSmJTnH3U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1039973-686a7330b1434fee95630aa66f244edf.jpg,20.0,7.0,110.0,85.0,26,2.0,20.0,38.0,2.0,53.0,2.0,831
Apricot-Pecan Sweet Potatoes,20 mins,45 mins,1 hrs 5 mins,8,1 9x13-inch casserole,4.7,https://www.allrecipes.com/recipe/216386/apricot-pecan-sweet-potatoes/,https://www.allrecipes.com/thmb/0NW6eqgnaDvQFZ2-ER7X9j5-AFM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/821586-a12b6086bd5b447687fac56a442aae75.jpg,8.0,2.0,8.0,196.0,68,6.0,38.0,4.0,5.0,83.0,2.0,676
Ma Lipo's Apricot-Glazed Turkey with Roasted Onion and Shallot Gravy,30 mins,4 hrs 30 mins,5 hrs 30 mins,30,30 servings,4.7,https://www.allrecipes.com/recipe/13539/ma-lipos-apricot-glazed-turkey-with-roasted-onion-and-shallot-gravy/,https://www.allrecipes.com/thmb/5fi7bVdFQawr7BxAhxsAV4BNU10=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/53934-c05fcdd0989e46018e83bbb580592355.jpg,29.0,10.0,211.0,301.0,11,0.0,7.0,68.0,2.0,73.0,5.0,729
Apricot Glazed Ham,10 mins,1 hrs 55 mins,2 hrs 5 mins,14,1 to 8 - pound ham,4.5,https://www.allrecipes.com/recipe/162826/apricot-glazed-ham/,https://www.allrecipes.com/thmb/T7uEjBn4pThg5urdPVDXiow0T90=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7881564-486577201a7f40d8bbec0e14f7dd22ab.jpg,48.0,17.0,145.0,3363.0,10,1.0,6.0,48.0,92.0,32.0,2.0,817
Apricot Brandy and Peach Schnapps Pound Cake,40 mins,1 hrs 15 mins,1 hrs 55 mins,12,12 servings,5.0,https://www.allrecipes.com/recipe/13699/apricot-brandy-and-peach-schnapps-pound-cake/,https://www.allrecipes.com/thmb/SnGGcWkq7Wwm_uHe5oBJ9PwkWL4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5877385-6097ec811d1943cc94a40eb98e036d5f.jpg,25.0,13.0,142.0,289.0,114,2.0,83.0,9.0,3.0,66.0,2.0,167
Aileen's Punch,5 mins,,5 mins,30,30 servings,4.7,https://www.allrecipes.com/recipe/20310/aileens-punch/,https://www.allrecipes.com/thmb/Hb-7pqKPUNr-HtV8ORWYSjsf7H4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5459486-ce04517971154e2a8ab3eaa0e6134d71.jpg,0.0,,,9.0,23,0.0,15.0,0.0,6.0,10.0,0.0,114
Southern Apricot Chicken,,,,12,12 servings,4.1,https://www.allrecipes.com/recipe/86060/southern-apricot-chicken/,https://www.allrecipes.com/thmb/DmfwufcEFhFFbOB84_S5FWFZ5Zk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11954-4d132333881c4a9788d24f9fe620d0e2.jpg,7.0,3.0,76.0,142.0,19,0.0,12.0,25.0,3.0,39.0,1.0,251
Spicy Air Fryer Pork Chops with Apricot Glaze,15 mins,15 mins,3 hrs,4,4 servings,5.0,https://www.allrecipes.com/recipe/285573/spicy-air-fryer-pork-chops-with-apricot-glaze/,https://www.allrecipes.com/thmb/HlfwiiXjZb13qYNaI_MYNWoo5Q4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9399833-7332c084d1c94b31ad3883d0a91edd83.jpg,6.0,2.0,41.0,3517.0,40,1.0,27.0,17.0,10.0,48.0,1.0,309
Boozy Apricot Jam,30 mins,5 mins,8 hrs 35 mins,144,9 half-pint jars,5.0,https://www.allrecipes.com/recipe/264865/boozy-apricot-jam/,https://www.allrecipes.com/thmb/W4R-FlL7ze11Wg0h5Fsxf2Qvt6w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5403766-cea33cc7c12f48558dc0c428501955b0.jpg,,,,0.0,11,0.0,11.0,0.0,1.0,2.0,,29
Espresso Biscotti,25 mins,1 hrs,1 hrs 25 mins,24,24 biscotti,4.2,https://www.allrecipes.com/recipe/152952/espresso-biscotti/,https://www.allrecipes.com/thmb/gsVgRcYiMKA1HmBB1EWQT589FDQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1823218-78353858e475443dba48e0815eec3242.jpg,5.0,2.0,28.0,33.0,25,3.0,11.0,3.0,0.0,25.0,1.0,143
Apricot Balls,15 mins,,15 mins,12,12 servings,3.9,https://www.allrecipes.com/recipe/25647/apricot-balls/,https://www.allrecipes.com/thmb/KYt9s0KDbqcWGrECqhsl8gTCKzI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4602520-1949ffddbba54bb68d97176986d66288.jpg,9.0,8.0,6.0,30.0,33,3.0,29.0,3.0,1.0,67.0,1.0,356
Nectarine Jam,20 mins,20 mins,1 day 40 mins,40,,4.8,https://www.allrecipes.com/recipe/265910/nectarine-jam/,https://www.allrecipes.com/thmb/5sngx6ItbO0K9Zpq2aqpwStyz7g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Nectarine-Jam-2000-cff3dcfca08541bd8587a7f15783daef.jpg,0.0,,,,20,1.0,19.0,1.0,3.0,3.0,0.0,93
Nectarine Pie,,,,8,1 to 9 - inch pie,4.4,https://www.allrecipes.com/recipe/12392/nectarine-pie/,https://www.allrecipes.com/thmb/hsYS9QybVdM2EaExavt6N55_c-k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/251182-0ad6eb81e54244feadce4ee2be865831.jpg,19.0,9.0,41.0,128.0,40,3.0,23.0,3.0,5.0,29.0,1.0,213
"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing",20 mins,,1 hrs 20 mins,8,8 servings,4.9,https://www.allrecipes.com/recipe/228231/summer-fruit-salad-with-a-lemon-honey-and-mint-dressing/,https://www.allrecipes.com/thmb/P8ZElia8ILnp2sFPvQUKliqnyRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1003504-faf9fb343b2d467bb143cef9f505b671.jpg,1.0,0.0,,3.0,25,3.0,20.0,2.0,51.0,25.0,1.0,316
Chef John's Nectarine Salsa,20 mins,,50 mins,6,2 cups,4.8,https://www.allrecipes.com/recipe/244391/chef-johns-nectarine-salsa/,https://www.allrecipes.com/thmb/Vkhx-ClzT3oTl5FZ8WZjfFeYfVM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5482571-b522b102290d4e38a5bc7df9d9d11982.jpg,2.0,0.0,,195.0,5,1.0,3.0,1.0,20.0,6.0,0.0,98
Easy Grilled Nectarines,5 mins,5 mins,10 mins,4,4 servings,5.0,https://www.allrecipes.com/recipe/263769/easy-grilled-nectarines/,https://www.allrecipes.com/thmb/sZ_mvu_RFHGck0ZrHgAnzB_MlaY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6897825-a50b9b70bde6401885bef6aab1a42ffe.jpg,6.0,4.0,15.0,5.0,28,2.0,24.0,2.0,7.0,21.0,1.0,293
Fabulous Fruit Salad,20 mins,,20 mins,4,4 servings,4.6,https://www.allrecipes.com/recipe/14187/fabulous-fruit-salad/,https://www.allrecipes.com/thmb/z9VQO3AkEahWW1O2UwmJu7s02c0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/614043-3e08febe0e784968ad84516105ea8de2.jpg,10.0,1.0,1.0,55.0,37,4.0,30.0,6.0,6.0,128.0,1.0,387
Summer Fruit Salad with Whipped Cream,30 mins,10 mins,40 mins,8,8 servings,5.0,https://www.allrecipes.com/recipe/233648/summer-fruit-salad-with-whipped-cream/,https://www.allrecipes.com/thmb/qlz4jKvs8v3ek35K85rPGXoFYxA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2342617-1f0bdf99f2b3456fb771318bb1bfa24e.jpg,6.0,2.0,14.0,5.0,26,3.0,21.0,2.0,22.0,26.0,1.0,205
"Spinach, Nectarine, and Halloumi Salad",20 mins,5 mins,25 mins,4,4 servings,4.8,https://www.allrecipes.com/recipe/266537/spinach-nectarine-and-halloumi-salad/,https://www.allrecipes.com/thmb/6Ki_YAOlD4CuoG1Vk3VDCuEv-MY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5553322-d891ac36fdf848cc898218513f330d0c.jpg,29.0,11.0,47.0,888.0,13,2.0,8.0,16.0,17.0,52.0,1.0,296
Grilled Pork Chops with Fresh Nectarine Salsa,25 mins,8 mins,33 mins,4,4 servings,4.6,https://www.allrecipes.com/recipe/143355/grilled-pork-chops-with-fresh-nectarine-salsa/,https://www.allrecipes.com/thmb/55VW4z9buoXZXkxY-SqhHmj3UXQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/143355-Grilled-Pork-Chops-with-Fresh-Nectarine-Salsa-Unruly-Bliss_5490795_original-4x3-1-76d4b1b2fc934a0a841e670262910439.jpg,18.0,5.0,130.0,92.0,11,2.0,7.0,51.0,12.0,28.0,2.0,931
Flavored Water,15 mins,,2 hrs 15 mins,8,2 liters,5.0,https://www.allrecipes.com/recipe/246155/flavored-water/,https://www.allrecipes.com/thmb/5i4We_W0OE_ae8gL8kbAPaT4rGc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3407928-1c5cdfbc03ea4dfcb5a503d1f0339131.jpg,0.0,,,8.0,2,1.0,1.0,0.0,8.0,16.0,0.0,53
Peach and Nectarine Crumble,20 mins,30 mins,1 hrs 5 mins,10,1 9-inch baking pan,4.8,https://www.allrecipes.com/recipe/258812/peach-and-nectarine-crumble/,https://www.allrecipes.com/thmb/2BQuV0JBFO0KWPSul_FR4O9vkmk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548393-c3fd68e4640e4ec483352d468010aa40.jpg,6.0,5.0,,112.0,49,4.0,34.0,3.0,24.0,54.0,1.0,351
Caramelized Nectarine,5 mins,2 mins,7 mins,2,2 servings,4.3,https://www.allrecipes.com/recipe/247294/caramelized-nectarine/,https://www.allrecipes.com/thmb/3gIu0QZw9eQp5oZ8mct8HngbjG8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3859858-1a25b43f0fe54d28bb26f995f2ae5431.jpg,1.0,0.0,1.0,11.0,21,1.0,19.0,2.0,4.0,33.0,0.0,173
Vegan Overnight Oats with Chia Seeds and Fruit,5 mins,5 mins,8 hrs 10 mins,2,2 servings,5.0,https://www.allrecipes.com/recipe/264546/vegan-overnight-oats-with-chia-seeds-and-fruit/,https://www.allrecipes.com/thmb/RlA2mK3v79KL4Xmd7rifcy_pVjs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5382785-8660bd96c3ea41fe9bac622d6e5db16b.jpg,12.0,1.0,,118.0,88,20.0,28.0,13.0,23.0,326.0,5.0,950
Nectarine Upside-Down Cake,20 mins,35 mins,1 hrs 15 mins,10,1 9-inch cake,4.2,https://www.allrecipes.com/recipe/247291/nectarine-upside-down-cake/,https://www.allrecipes.com/thmb/Co2wC3vp-KKptUxz5QCXJze5Kvo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8269542-f703898479d643c3bed19554a13a7509.jpg,18.0,11.0,80.0,265.0,39,2.0,18.0,5.0,3.0,47.0,2.0,161
Nectarine Salsa,10 mins,10 mins,25 mins,2,2 servings,4.1,https://www.allrecipes.com/recipe/73729/nectarine-salsa/,https://www.allrecipes.com/thmb/KAK7pUMXV6bbj9bxY7GP_GEZE9M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2501054-1b8e3aa5a2574a548b2824f5eae2a11c.jpg,1.0,,,489.0,23,3.0,18.0,2.0,10.0,25.0,1.0,331
Caribbean Chicken,15 mins,30 mins,45 mins,4,4 servings,4.0,https://www.allrecipes.com/recipe/36908/caribbean-chicken/,https://www.allrecipes.com/thmb/3G40LYeJgBoEGhDoIkPWpgHez8Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/12820-098656b798be486c80007c8a88833eee.jpg,4.0,1.0,68.0,1240.0,38,2.0,12.0,33.0,23.0,73.0,3.0,517
Grilled Honey-Nectarine Ricotta Toast,10 mins,10 mins,25 mins,2,2 servings,5.0,https://www.allrecipes.com/recipe/275175/grilled-honey-nectarine-ricotta-toast/,https://www.allrecipes.com/thmb/vK_jBo_mfLADTskNAsFtJNQqk04=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6906566-dbdbf45fb41a4fe4b6cb0da3f7207a89.jpg,21.0,4.0,9.0,200.0,32,3.0,14.0,7.0,5.0,114.0,1.0,271
Apple and Nectarine Pie,30 mins,1 hrs,2 hrs 30 mins,8,1 9-inch pie,4.5,https://www.allrecipes.com/recipe/259034/apple-and-nectarine-pie/,https://www.allrecipes.com/thmb/9SFjTN_ooB7aHHC4xuZMhgnh3aY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8979337-3e154dd2ab1244b5a67148aa06815550.jpg,9.0,2.0,1.0,365.0,64,4.0,40.0,4.0,7.0,69.0,1.0,257
Nectarine Blush,2 mins,2 mins,4 mins,2,2 cups,4.3,https://www.allrecipes.com/recipe/142435/nectarine-blush/,https://www.allrecipes.com/thmb/7Kv75JZPS7D7YtLmy1OEylZv7Yk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/918074-2a1ea06dfec043d5b3a39707e4d0d482.jpg,2.0,1.0,5.0,132.0,34,2.0,30.0,6.0,9.0,162.0,1.0,476
"Summer Nectarine, Tomato, and Cucumber Salad",20 mins,,20 mins,4,2 cups,4.0,https://www.allrecipes.com/recipe/258418/summer-nectarine-tomato-and-cucumber-salad/,https://www.allrecipes.com/thmb/BC_HXJfqgPv3rZ1-TFqsWHTG51k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9307952-dcb6a696b6044ef99a76794b127a55b2.jpg,5.0,2.0,4.0,32.0,8,2.0,6.0,2.0,12.0,27.0,1.0,286
Sticky Orange Chicken with Nectarines,20 mins,10 mins,30 mins,4,4 chicken breast halves,4.0,https://www.allrecipes.com/recipe/263800/sticky-orange-chicken-with-nectarines/,https://www.allrecipes.com/thmb/f4430tGFjFznP7CLHhYyNbUlXA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5673294-608cc2eb9c7541fda2dc209cb4b0d08b.jpg,6.0,1.0,61.0,808.0,32,2.0,24.0,26.0,25.0,35.0,2.0,420
Nectarine-Raspberry Crumble,20 mins,50 mins,1 hrs 10 mins,6,6 servings,4.0,https://www.allrecipes.com/recipe/265422/nectarine-raspberry-crumble/,https://www.allrecipes.com/thmb/h5pNcWRGfz4Xc-Gtx2uLmrlNOB4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5536375-ef18faf5907849afbe82fcdf3d836870.jpg,15.0,9.0,36.0,107.0,79,8.0,53.0,6.0,21.0,59.0,2.0,660
Nectarine Bars,20 mins,55 mins,1 hrs 45 mins,12,1 9x13-inch baking pan,5.0,https://www.allrecipes.com/recipe/258417/nectarine-bars/,https://www.allrecipes.com/thmb/ExSAQ107x7hgdgeh-t--PToVtiA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8421032-51fb0ba1f37a46d7956d46594bad26f9.jpg,9.0,5.0,48.0,65.0,45,1.0,28.0,4.0,2.0,12.0,1.0,103
"Summer Salad with Burrata, Tomatoes, and Nectarines",15 mins,,15 mins,4,4 servings,4.5,https://www.allrecipes.com/recipe/266997/summer-salad-with-burrata-tomatoes-and-nectarines/,https://www.allrecipes.com/thmb/fTzkEFOkOA5gjjNG1hOIK-Iyor8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/266997-2-4170dd77cc684546894cdab59c980c87.jpg,29.0,10.0,40.0,216.0,15,3.0,11.0,10.0,18.0,18.0,1.0,425
Drupey Pie,1 hrs,50 mins,1 hrs 50 mins,8,1 to 9 - inch pie,4.9,https://www.allrecipes.com/recipe/19869/drupey-pie/,https://www.allrecipes.com/thmb/Fbhmw1D6to6-0NUDX-Mp7aiG7pU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659299-550427baa3674c86bbd27f51d38843d0.jpg,22.0,14.0,82.0,450.0,53,3.0,23.0,5.0,8.0,40.0,2.0,301
Fresh Fruit Basket Cobbler,20 mins,20 mins,1 hrs,8,1 8x13-inch dish,4.5,https://www.allrecipes.com/recipe/215149/fresh-fruit-basket-cobbler/,https://www.allrecipes.com/thmb/M2HlzlgXhGsLA1Et3vSOTGcCRqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8006984-bf67a91a3bc44dd98c519ead52c34f91.jpg,8.0,2.0,1.0,571.0,69,2.0,45.0,5.0,20.0,39.0,2.0,238
